   9.9595965e-01  -8.7681338e-01   6.0841147e-01  -1.2708391e-01   7.4845003e-01  -7.1147363e-01   3.3470362e-01  -9.1492928e-01  -3.1618996e-02   6.3733437e-01  -9.3122790e-01  -6.2169558e-01  -4.3197489e-01  -6.1165359e-02  -9.1055480e-01  -6.9637796e-01   1.8520495e-01   7.8279593e-01  -3.8569518e-01   7.7307907e-02   3.8603603e-01   4.5261246e-01  -3.6404456e-01   6.3188213e-01  -8.2715787e-01   6.9742904e-01  -7.5472660e-01  -3.4419718e-01   5.9848010e-01   8.2882312e-01   8.8310835e-01  -8.7619934e-01   6.7209557e-01   3.4137780e-01  -2.5497667e-01   8.2535467e-01  -1.2210351e-01   6.3471657e-01   1.1047278e-01  -9.9744486e-01   5.2572436e-01   5.8832263e-01  -3.7295763e-01   5.5154360e-01  -5.5163341e-01   1.7704317e-01   5.4762310e-01  -5.4655288e-01   9.1923479e-01  -6.5509951e-01  -8.2574668e-01  -7.3104398e-01  -5.3694206e-01   9.6856244e-01  -8.0104950e-01   4.2780634e-02  -3.2532975e-01   4.9737367e-01   4.5143335e-01  -7.7264977e-01  -3.4910490e-01  -4.8613406e-01  -9.3268002e-01  -8.1575021e-01   3.0528970e-01  -4.5177081e-01   1.9545937e-01   2.9649287e-03  -1.4292925e-02  -2.5192571e-01   4.6371288e-01   7.3421222e-01   2.1670380e-01  -5.9121770e-01  -8.8323349e-01  -7.5416257e-01   8.5374553e-01  -2.8286130e-01   5.5284752e-01   5.5761602e-02  -4.7889012e-01   1.3204766e-01  -6.3059697e-01  -6.4290852e-01  -6.0771670e-01   7.2839193e-01  -2.1534869e-01   5.2589678e-01   9.5360113e-01  -1.8075875e-01   8.8345522e-01   7.7339732e-01  -6.2931161e-01  -6.7331076e-01  -4.3081300e-01  -2.9511419e-02   4.5695994e-01  -3.1588421e-01   9.4233969e-01   6.1192229e-01
  -1.3541138e-01   2.1994162e-01   8.9663773e-01   7.0510136e-01   6.4586958e-01   8.7717675e-01   8.8623780e-01   5.9265842e-01  -4.3125238e-01  -9.5446055e-01   7.9534864e-01  -9.2135912e-01  -1.4016390e-01   4.1099052e-01   7.9506656e-01  -4.9450793e-01  -7.5436043e-01   6.4509639e-01   1.0392618e-01   6.5843528e-01   7.1930166e-01  -6.1321223e-01  -2.5136241e-01   8.5772958e-01  -7.2181567e-01   3.1416132e-01   9.8004940e-01   6.4911507e-01   6.0609119e-02  -3.7446343e-01   1.3381824e-01  -5.7928709e-01  -6.7111063e-02   6.5549941e-01   7.2014729e-01  -7.4151348e-01   1.8778310e-01   9.9743616e-02  -6.2272535e-01  -6.4391395e-01   8.6555699e-01  -2.5570884e-01  -6.8160665e-01   1.0476231e-01   2.8295354e-01   3.8074886e-01   8.0841204e-01   1.6191007e-01  -4.9695164e-01   3.4994124e-01   6.6115845e-01  -8.1581305e-01   9.4382325e-01  -6.8095547e-01   7.3981416e-01  -3.7411509e-01   4.0199128e-01  -8.1487190e-01  -5.4282772e-01  -2.7238928e-01   5.1012475e-01  -2.2021727e-01   9.5612344e-01   8.9956641e-01  -5.9270457e-02  -6.4258137e-01   7.4443764e-01   5.8524264e-01   9.0235377e-01   1.6967478e-02  -9.1317035e-01  -2.5145267e-01   9.2810000e-01   1.1397956e-01   1.4941465e-01   4.6414370e-01  -3.4555366e-01   1.0360670e-01   6.7763293e-01  -5.3827742e-01   4.6509575e-02   3.5927973e-01  -2.8913266e-01   8.4832754e-01   9.7762297e-01   5.7706259e-01   5.7197136e-01  -5.9684559e-01  -4.7716469e-01  -4.4148667e-01  -5.9471661e-01  -4.3596250e-01  -1.9918313e-01  -6.4786201e-01   9.1597985e-01  -1.0413882e-01  -4.9570429e-01   2.5194385e-01  -6.6990467e-01  -6.9826110e-01
  -6.7608585e-01   6.1044151e-02  -6.1082759e-01  -9.7507609e-01  -7.2458499e-01   5.9568611e-01   1.8958031e-01   4.1415546e-01  -8.5991176e-01   3.0338365e-01  -5.9047412e-01  -7.3677908e-01  -8.5274704e-01  -6.5181943e-01  -8.4504836e-01   8.5812942e-01   2.9797034e-02   9.3907675e-01  -9.0213710e-02  -3.4420875e-02  -4.5903674e-01   8.9978803e-01  -4.4690115e-01  -4.9167830e-02  -7.3791307e-01  -8.3835491e-02  -2.7292707e-01   4.4116606e-01  -7.1502192e-01  -7.8988319e-01   4.6557031e-01   7.9986116e-01   7.3593732e-01   1.9699761e-01   6.3272843e-01  -4.7038886e-01  -9.6390728e-01   7.5544927e-01   8.9510304e-01  -6.9223290e-01  -2.5564218e-01   8.2629759e-01   6.6167385e-01  -4.7163819e-01  -7.3054700e-01  -2.9218132e-01  -3.7994455e-01   3.4299604e-01  -7.3079969e-01   9.5449963e-01  -4.6683236e-01  -3.2503580e-01   3.8942707e-01  -1.8696136e-01  -6.5695678e-01   9.3940409e-01   6.9091131e-01  -3.2857373e-01  -2.5202969e-02  -6.0113873e-01   5.6439459e-01   7.1785275e-01   8.7292145e-01   9.6952331e-01   4.9277176e-02   1.3741125e-01   1.9976687e-01  -7.1352701e-01  -9.4921145e-01   3.8194338e-01  -8.1528601e-01  -8.7303199e-01   7.7880814e-01   2.1934848e-02  -6.4853818e-01   5.7300354e-02   7.3867113e-01   5.3847183e-01   6.6303550e-01   4.2002875e-01   9.6823456e-01   9.3669576e-01  -8.1663510e-01   7.3293081e-01  -1.2845804e-01  -7.4916878e-01  -2.6104403e-01  -8.4290714e-02  -2.6576210e-01  -6.0231801e-02  -1.5095157e-01  -2.4507145e-01   1.8281472e-01  -1.5493219e-01   4.6660107e-01  -9.8556031e-01   3.9572333e-01   6.3806180e-01   1.5429115e-01  -1.2548771e-01
   1.3080788e-01   6.2280386e-01   6.0731272e-01   8.5499017e-01   1.2828182e-02  -3.9373288e-01   9.9921328e-01   5.6539434e-01  -7.7677358e-01  -9.1659770e-01  -1.2847561e-01   2.6571456e-01   8.5307681e-01  -5.8963893e-01  -9.8441730e-01  -3.8107008e-01   4.7835512e-02  -7.0381253e-01  -2.8477180e-01   7.3462428e-01  -3.9420866e-01  -8.7554544e-03   6.0185577e-01   9.5118293e-01   2.4775640e-01   1.6742810e-01   9.9995397e-01  -7.6106629e-01  -5.6781701e-01  -9.9009831e-01   9.6863278e-01  -2.8530607e-01   5.6243013e-01  -1.7083337e-01   9.6218875e-01  -7.1405991e-02   6.5020373e-01  -2.4276427e-01   7.1842147e-01  -5.8948952e-01   7.1904224e-02   7.3858045e-01  -8.3306127e-01  -2.4136450e-01  -9.9092974e-01   5.3549173e-01  -7.4313926e-01  -3.6258153e-01   2.2990177e-01   2.8333557e-01   9.5227861e-01  -4.8301853e-01   9.4532778e-01  -5.9642557e-02   9.3030265e-01   4.9096068e-01  -7.9971600e-01   4.7277876e-01  -9.0100541e-01   2.1737034e-01   1.6430482e-01   7.5456237e-01  -3.2875032e-01   5.0979525e-01   6.2954764e-01  -5.6423028e-01   5.2613962e-01   5.5871753e-01  -9.1761452e-02   4.0786515e-02  -9.1900924e-02  -6.1991054e-01  -5.3410998e-01   2.1914488e-01   6.4853971e-01   7.8741098e-01   5.3068063e-01  -9.6059916e-01   2.2091849e-01   7.8710052e-01   9.0935246e-01  -6.6989735e-01  -2.6504424e-01   3.0935303e-01   2.6623587e-01  -8.9872702e-01   8.8506812e-01   2.2574750e-01  -7.8154510e-01   8.6471679e-01   7.2393432e-01  -6.0044449e-01   5.0557575e-01  -1.7976410e-01  -3.8528650e-01   9.1843092e-01  -4.8518687e-01   7.2606240e-01  -2.8479108e-01  -7.3252923e-01
   9.4045470e-01  -9.9192611e-01   5.5457715e-01  -2.1597936e-01  -7.6912292e-01   1.2382227e-01   7.1823621e-01   9.5209151e-01  -8.0930543e-01  -1.4029406e-03  -5.2435284e-01  -4.0630020e-02  -2.3424329e-01   6.5609510e-01   4.7041651e-01   6.5407971e-01   9.2997954e-01   4.7735662e-01   4.0780626e-01   5.3900275e-01  -6.5706080e-01   7.6813079e-01   3.9533735e-01  -6.5029956e-01   9.4782385e-01   7.0365647e-01   5.5395687e-01   1.2425918e-01  -5.8679702e-01   5.4110197e-01  -5.9372647e-01  -6.2040914e-01   7.9975274e-01  -4.4239372e-01  -7.5851338e-02  -9.7035544e-01  -7.2069865e-02   6.2957572e-01  -5.2415976e-02   7.6067194e-01   8.2064862e-01   8.1963381e-01  -4.4051271e-01   8.1761086e-01   6.1115038e-01   4.4021540e-01  -5.2570959e-01  -4.3847687e-01  -4.6670539e-01   3.2978360e-01  -6.9296355e-01   4.6784253e-01   9.5314240e-01  -1.0648663e-01  -2.0610357e-02   8.9378352e-01   8.9364337e-01   7.4426239e-01   4.7573579e-01   4.5523791e-01   2.5463275e-02  -2.6121194e-01   4.5803184e-01   5.9787620e-01  -8.1646527e-01  -8.5531901e-01   6.3053954e-01  -7.9426124e-01   1.2548611e-01  -5.6807732e-01  -7.6579961e-02  -4.6948261e-02  -8.7335736e-01   1.6467836e-01   3.2435982e-01   2.5772182e-01   1.6599543e-01  -4.8650182e-01   2.7970312e-01  -9.6486638e-01  -1.6223786e-01   7.7224922e-01  -6.9685600e-01  -1.6199165e-01   9.4517868e-02  -1.7546355e-01  -5.1593186e-01  -1.6011769e-01   2.0719209e-01   2.4414072e-02  -7.5892015e-01   7.5729220e-01   5.5881690e-01  -3.8894694e-01  -5.8202636e-01  -8.0034554e-01  -6.3877135e-01   5.9252934e-01   4.7002819e-01  -2.6034386e-02
   2.1464044e-01  -7.8389199e-01  -2.6932543e-01   1.3255183e-01   4.1959299e-01  -1.4697343e-01   7.8968197e-02   5.4358953e-01   5.2707704e-01   1.3774290e-01  -5.0360622e-01  -9.7290135e-01  -9.4714972e-01   2.1742284e-01   6.6253507e-01   7.8510773e-01  -9.0936758e-01   5.4946451e-01   1.3433469e-01  -9.0565821e-01   2.1567313e-01  -4.9101322e-01   4.8342780e-01   1.2274769e-02  -1.4283104e-01   3.7381550e-01  -9.6947841e-01  -9.7817397e-01  -3.5528340e-01   6.8847856e-01   4.9575700e-01   8.7184492e-01  -9.3260448e-01  -6.4023043e-01  -6.8307834e-01  -7.7388893e-01   5.4768073e-01   5.2043756e-01  -4.0959328e-01  -3.8093457e-02   3.6367611e-03  -9.4631501e-01  -5.8726737e-01   2.4512428e-01   2.7981095e-01  -3.0762752e-01   6.8636250e-01  -8.1773072e-01   5.9481518e-01  -8.6048046e-01  -9.8497638e-01  -2.4782930e-01  -2.1991053e-01   2.1279232e-01   8.5259634e-01   2.2879168e-01   2.5151401e-01  -7.0130832e-01   3.9653091e-01  -4.3428715e-01   5.6951035e-01  -3.7355105e-01   9.9865091e-01   6.2048130e-01   7.6171606e-01  -6.8120590e-01  -5.8992946e-01  -3.6427619e-01   5.5411723e-01  -9.3033542e-01   9.9221561e-02  -2.2051373e-01  -7.0995118e-01  -5.5850342e-01   2.8659916e-02   7.8827541e-01  -9.8920814e-01  -5.4017534e-01   9.1347768e-01   9.8321645e-01   2.3565030e-01  -5.3915538e-01  -1.1991037e-01  -8.7803078e-01  -4.7030402e-01   9.3537051e-01   8.8245313e-01   4.5101805e-01  -3.0190528e-01  -2.5379850e-01   5.6548637e-01  -8.4671877e-01   2.9105914e-02   7.6152678e-01   6.2733030e-01   3.4031913e-01   1.7671682e-02  -4.2439130e-01   6.5344157e-01   7.6260240e-01
  -2.4804175e-01   9.2298944e-01  -3.6614585e-01  -8.1944549e-01  -7.1605386e-01  -7.4451954e-01   1.4334890e-01  -2.2924515e-01  -5.2137706e-01  -7.9815216e-01  -4.3988788e-01   4.6965905e-01   8.2942585e-03  -6.3710450e-01  -7.0092573e-01  -4.8436904e-01   4.1557278e-01  -9.0630920e-02   6.4720601e-01   6.1633694e-01  -7.6251481e-01  -6.2465865e-01   6.3479037e-01  -4.4276512e-01  -7.2306089e-01  -4.8778794e-01   1.6270156e-01  -5.6503636e-01  -8.0854809e-01   6.1396059e-01   7.3107710e-01   8.8069074e-01   9.5491341e-01   6.6118706e-02  -2.5668777e-01   1.7040418e-01  -5.2059010e-01  -4.5209722e-01   7.8721548e-01  -6.8850579e-01  -1.3738888e-01   4.9288577e-03  -1.8809258e-01   9.5520174e-01   6.4234518e-01  -6.2096444e-01  -4.1638057e-01  -6.2570615e-01  -8.6724616e-01  -3.5204208e-02   9.8566895e-01   5.2419534e-01  -5.9748664e-01  -5.3373481e-01   9.5927058e-01  -2.3456965e-02  -2.8212295e-02  -9.3610078e-01   1.2541082e-01   7.0329313e-01   1.5524930e-01   3.4668802e-01  -3.9359418e-01   9.4611193e-01   5.1481246e-02   9.3921049e-01  -7.4518975e-01   5.1018768e-01  -8.0242556e-01   3.7788589e-01  -5.5308212e-01   6.5023733e-01  -9.3734469e-01  -6.1110095e-01   9.9455592e-01  -8.0772627e-01  -1.5432325e-02   9.4010373e-01  -4.0679241e-01  -4.1499491e-02  -4.6215321e-01   8.2236893e-01   3.2201335e-01   4.2256656e-01  -1.2444662e-01  -6.2830537e-01   5.4146083e-02   8.9510353e-02   3.5626772e-01  -9.3499261e-01   6.0010013e-02   1.0787783e-02   1.6433554e-01   9.0669424e-02   9.2529303e-01  -2.3825747e-01  -3.5319418e-01  -4.3439444e-01  -2.0257336e-01   8.8415917e-02
  -9.5336791e-01  -4.5326848e-02  -4.9919048e-01  -3.8893471e-01   2.1812839e-01   3.7741757e-02  -1.2345698e-01   7.4718586e-01  -5.8853303e-01  -8.4577492e-01  -2.4680832e-01  -5.1327666e-01   5.3866332e-01   6.8547561e-01   5.5823909e-02  -2.4178107e-01   4.8305902e-01  -1.6206199e-01   1.1299746e-01   1.1900684e-01   8.5620755e-01   5.4381796e-01  -9.4993887e-01  -3.6842987e-01  -5.8522733e-01  -6.4273128e-02   8.7227641e-01   7.0451856e-01   4.0739302e-02   1.8143220e-01   4.3034837e-01   3.2777023e-01   6.0391522e-01  -5.2221996e-01  -8.2498405e-01  -2.1971768e-01   6.6797986e-01  -2.7120918e-01  -9.6376323e-01   5.5332886e-01   2.5386002e-01   3.0117925e-01   2.3847980e-02   1.6917255e-02  -1.9918476e-01  -4.0442321e-01   3.9160515e-01  -4.5183463e-01  -7.8501501e-01  -6.3124317e-01  -1.6320931e-01  -1.2044016e-01  -6.2590723e-02  -4.9049156e-01   8.5650831e-02   7.5592705e-01  -9.7396771e-01  -5.6129085e-01  -7.1539494e-01  -6.3588286e-01   1.2803078e-01   9.3299470e-01  -1.4128548e-02  -8.6104640e-01   8.6176609e-01   4.5675499e-01  -3.6338878e-01   4.2269484e-01  -3.0283573e-01  -8.5086850e-01  -2.7902231e-01   9.0449709e-01  -5.0654003e-01  -2.4473376e-01  -6.7660885e-01  -2.9984294e-01   1.4759812e-01  -2.0526533e-01  -3.9756751e-01   2.8773039e-01  -8.9136022e-02   1.8692015e-01  -7.6401175e-02   6.8525703e-01  -5.3943330e-01   5.6339335e-01   2.6418172e-01   7.4475976e-01  -3.7698655e-01   2.6728363e-01  -4.3333918e-01   7.1258644e-01   2.3580761e-01  -6.7899808e-01   9.1826213e-01   8.4113804e-01   3.0615582e-01   3.3911154e-01   1.5500180e-01   3.0704578e-01
  -6.6070058e-01  -4.5006546e-01   8.6495903e-01   2.5545250e-01   6.2089537e-01  -3.8171390e-01   3.7214762e-01   1.8002752e-01   3.7478088e-01  -7.6332549e-01  -7.5252957e-01   8.2218298e-01  -9.3246560e-01   5.9982460e-01  -7.4485413e-02  -1.6063789e-01   1.0420558e-01  -8.4634907e-01   4.3041826e-01   1.2642195e-02   6.5990361e-01  -9.6229541e-01   4.2375153e-01  -7.4456511e-02   1.0455292e-01   5.0351734e-01   1.5429019e-01   4.5414903e-01   3.3498544e-01  -9.1095832e-01  -2.5554964e-01   1.5631518e-02  -4.8951993e-01   8.4449482e-01   5.0707881e-01  -7.2111496e-01   7.6985081e-01   5.7806034e-01   2.4928994e-01  -3.5369248e-01  -2.0689316e-01  -9.5956408e-01  -9.6880406e-01  -4.8326380e-01  -6.6795802e-01  -9.7512483e-01  -7.7776047e-01   2.5931101e-01  -5.2829784e-02  -2.2819300e-01   4.9060212e-01  -3.9458941e-01  -9.0630430e-01  -9.0718753e-01   2.9197561e-02   9.6160863e-01  -6.4617823e-01  -5.4267194e-01   8.5965577e-01  -1.3930355e-01   3.2054647e-01  -1.7938705e-01   7.0885294e-01   4.6527163e-01   2.3726989e-01  -2.2391762e-01  -3.0149323e-01   7.2330895e-02   4.4215260e-03  -5.0093218e-01  -5.2715871e-01  -8.1769455e-01  -2.6704184e-02  -6.5241941e-01   2.5419548e-01  -3.2977282e-02  -6.4539453e-02   2.7199974e-01  -8.3094620e-01   3.0355577e-01   7.9130524e-01   8.5187825e-01   7.3301392e-01   9.6940446e-01   3.6167004e-01  -3.9068483e-01   3.7326434e-01  -4.4186191e-01  -9.5028436e-01  -1.1556935e-01   7.6335332e-01  -2.7331269e-01   8.1303838e-01  -4.2344145e-01   3.1792980e-01   1.4538654e-01  -3.9425429e-01   2.0385825e-01  -5.9851786e-01  -3.4423482e-01
  -7.1392814e-01  -7.4062581e-01   9.0261325e-01   8.0022017e-01  -8.7598295e-02  -4.9211254e-01  -9.5306493e-01   9.8144592e-01  -3.2556879e-01   9.0057207e-01  -4.1737909e-01  -3.9699624e-01   1.7476943e-01   3.5553376e-01   2.4234426e-01   9.9776083e-03   5.7031980e-01  -8.2159990e-01  -4.0806861e-01   1.9770487e-01   5.8483519e-01   2.0913702e-01   2.6756849e-01   3.2547904e-01  -5.4646432e-01  -1.1796392e-01  -8.6116797e-01   2.7115941e-01  -9.1914065e-01   6.7910147e-01   9.7908497e-02  -3.5004071e-01   1.6729017e-01   4.6986424e-01  -7.4913000e-01  -1.9274544e-01  -5.4785151e-01   9.7369087e-01  -6.3176052e-01  -8.7236473e-01  -3.8229707e-01   7.1341347e-01   7.6064843e-01   5.5060489e-01  -7.1540584e-01  -3.9315801e-02   8.6312356e-01  -1.2287906e-01   8.6817048e-01  -3.8205953e-01   4.2446158e-01   5.4429770e-02  -6.1963329e-01  -7.5511600e-01  -4.7775935e-01   7.9711929e-01   5.0133523e-01  -1.8890873e-01   5.1012278e-01  -7.7400642e-02  -2.7679603e-01  -5.9860951e-02  -2.6132498e-01  -2.4213009e-01  -3.2464264e-01   3.1182475e-01   2.5221762e-01   3.0126849e-01  -1.7379521e-01  -5.8868244e-01   1.3135675e-02   1.1164853e-02  -3.5841178e-02   8.4558031e-01  -3.7610475e-01  -4.8475392e-01  -5.3966363e-02  -7.6107510e-01  -9.5443828e-01   7.9963358e-01  -4.1481294e-01  -7.1860660e-01  -7.5160014e-01   6.2649921e-01   3.3010664e-01   6.0840350e-01  -7.5125798e-01   3.1626909e-02   9.1163472e-01   9.8030179e-01  -2.2255259e-01  -9.8229163e-01  -3.2733009e-01   6.4008438e-01  -3.0039009e-01   8.2643071e-01  -7.9921950e-01  -4.5037090e-02  -2.9504261e-02   8.5934081e-01
